data;hora;temperatura interna;temperatura externa;temperatura relativa;sinal de controle
1/9/2021;17:21:55;77.562500;28.040001;76.000000;-100
1/9/2021;17:21:57;77.562500;28.090000;76.000000;-100
1/9/2021;17:21:59;77.187500;28.090000;76.000000;-100
1/9/2021;17:22:1;77.187500;28.129999;76.000000;-100
1/9/2021;17:22:3;76.312500;28.129999;76.000000;-100
1/9/2021;17:22:5;76.312500;28.129999;76.000000;-100
1/9/2021;17:22:7;75.312500;28.139999;76.000000;-100
1/9/2021;17:22:9;75.312500;28.139999;76.000000;-100
1/9/2021;17:22:11;74.875000;28.160000;76.000000;-100
1/9/2021;17:22:13;74.875000;28.160000;76.000000;100
1/9/2021;17:22:15;73.875000;28.170000;76.000000;100
1/9/2021;17:22:17;73.875000;28.170000;76.000000;100
1/9/2021;17:22:19;73.750000;28.150000;76.000000;100
1/9/2021;17:22:21;73.750000;28.150000;76.000000;100
1/9/2021;17:22:23;73.937500;28.110001;76.000000;100
1/9/2021;17:22:25;73.937500;28.110001;76.000000;100
1/9/2021;17:22:27;74.625000;28.070000;76.000000;100
1/9/2021;17:22:29;74.625000;28.070000;76.000000;100
1/9/2021;17:22:31;74.625000;28.020000;76.000000;100
1/9/2021;17:22:33;75.000000;28.020000;76.000000;100
1/9/2021;17:22:35;75.000000;28.000000;76.000000;100
1/9/2021;17:22:37;75.937500;28.000000;76.000000;100
1/9/2021;17:22:39;75.937500;27.969999;76.000000;100
1/9/2021;17:22:41;76.937500;27.969999;76.000000;100
1/9/2021;17:22:43;76.937500;27.940001;76.000000;100
1/9/2021;17:22:45;77.500000;27.940001;76.000000;-100
1/9/2021;17:22:47;77.500000;27.920000;76.000000;-100
1/9/2021;17:22:49;78.625000;27.920000;76.000000;-100
1/9/2021;17:22:51;78.625000;27.920000;76.000000;-100
1/9/2021;17:22:53;78.937500;27.990000;76.000000;-100
1/9/2021;17:22:55;78.937500;27.990000;76.000000;-100
1/9/2021;17:22:57;78.812500;28.090000;76.000000;-100
1/9/2021;17:22:59;78.812500;28.090000;76.000000;-100
1/9/2021;17:23:1;78.187500;28.150000;76.000000;-100
1/9/2021;17:23:3;78.187500;28.150000;76.000000;-100
1/9/2021;17:23:5;77.937500;28.209999;76.000000;-100
1/9/2021;17:23:7;77.937500;28.209999;76.000000;-100
1/9/2021;17:23:9;77.125000;28.260000;76.000000;-100
1/9/2021;17:23:11;77.125000;28.260000;76.000000;-100
1/9/2021;17:23:13;76.250000;28.290001;76.000000;-100
1/9/2021;17:23:15;76.250000;28.290001;76.000000;-100
1/9/2021;17:23:17;76.250000;28.330000;76.000000;-100
1/9/2021;17:23:19;75.812500;28.330000;76.000000;-100
1/9/2021;17:23:21;75.812500;28.350000;76.000000;-100
1/9/2021;17:23:23;74.875000;28.350000;76.000000;100
1/9/2021;17:23:25;74.875000;28.360001;76.000000;100
1/9/2021;17:23:27;74.000000;28.360001;76.000000;100
1/9/2021;17:23:29;74.000000;28.320000;76.000000;100
1/9/2021;17:23:31;73.937500;28.320000;76.000000;100
1/9/2021;17:23:33;73.937500;28.290001;76.000000;100
1/9/2021;17:23:35;74.312500;28.290001;76.000000;100
1/9/2021;17:23:37;74.312500;28.230000;76.000000;100
1/9/2021;17:23:39;74.625000;28.230000;76.000000;100
1/9/2021;17:23:41;74.625000;28.230000;76.000000;100
1/9/2021;17:23:43;75.437500;28.209999;76.000000;100
1/9/2021;17:23:45;75.437500;28.209999;72.000000;-100
1/9/2021;17:23:47;76.437500;28.170000;72.000000;-100
1/9/2021;17:23:49;76.437500;28.170000;72.000000;-100
1/9/2021;17:23:51;76.562500;28.240000;72.000000;-100
1/9/2021;17:23:53;76.562500;28.240000;72.000000;-100
1/9/2021;17:23:55;76.187500;28.290001;72.000000;-100
1/9/2021;17:23:57;76.187500;28.290001;72.000000;-100
1/9/2021;17:23:59;75.562500;28.350000;72.000000;-100
1/9/2021;17:24:1;75.562500;28.350000;72.000000;-100
1/9/2021;17:24:3;75.187500;28.379999;72.000000;-100
1/9/2021;17:24:5;75.187500;28.379999;72.000000;-100
1/9/2021;17:24:7;75.187500;28.420000;72.000000;-100
1/9/2021;17:24:9;74.312500;28.420000;72.000000;-100
1/9/2021;17:24:11;74.312500;28.440001;72.000000;-100
1/9/2021;17:24:13;73.500000;28.440001;72.000000;-100
1/9/2021;17:24:15;73.500000;28.459999;72.000000;-100
1/9/2021;17:24:17;73.062500;28.459999;72.000000;-100
1/9/2021;17:24:19;73.062500;28.469999;72.000000;-100
1/9/2021;17:24:21;72.125000;28.469999;72.000000;-100
1/9/2021;17:24:23;72.125000;28.490000;72.000000;-100
1/9/2021;17:24:25;71.625000;28.490000;72.000000;-100
1/9/2021;17:24:27;71.625000;28.500000;72.000000;-100
1/9/2021;17:24:29;70.750000;28.500000;72.000000;-100
1/9/2021;17:24:31;70.750000;28.500000;72.000000;100
1/9/2021;17:24:33;69.812500;28.490000;72.000000;100
1/9/2021;17:24:35;69.812500;28.490000;72.000000;100
1/9/2021;17:24:37;69.687500;28.459999;72.000000;100
1/9/2021;17:24:39;69.687500;28.459999;72.000000;100
1/9/2021;17:24:41;70.000000;28.420000;72.000000;100
1/9/2021;17:24:43;70.000000;28.420000;72.000000;100
1/9/2021;17:24:45;70.625000;28.379999;72.000000;100
1/9/2021;17:24:47;70.625000;28.379999;72.000000;100
1/9/2021;17:24:49;71.000000;28.340000;72.000000;100
1/9/2021;17:24:51;71.000000;28.340000;72.000000;100
1/9/2021;17:24:53;71.000000;28.320000;72.000000;100
1/9/2021;17:24:55;71.875000;28.320000;72.000000;100
1/9/2021;17:24:57;71.875000;28.299999;72.000000;100
1/9/2021;17:24:59;72.437500;28.299999;72.000000;100
1/9/2021;17:25:1;72.437500;28.280001;72.000000;100
1/9/2021;17:25:3;73.500000;28.280001;72.000000;-100
1/9/2021;17:25:5;73.500000;28.260000;72.000000;-100
1/9/2021;17:25:7;74.625000;28.260000;72.000000;-100
1/9/2021;17:25:9;74.625000;28.309999;72.000000;-100
1/9/2021;17:25:11;74.812500;28.309999;72.000000;-100
1/9/2021;17:25:13;74.812500;28.379999;72.000000;-100
1/9/2021;17:25:15;74.750000;28.379999;72.000000;-100
1/9/2021;17:25:17;74.750000;28.379999;72.000000;-100
1/9/2021;17:25:19;74.187500;28.440001;72.000000;-100
1/9/2021;17:25:21;74.187500;28.440001;72.000000;-100
1/9/2021;17:25:23;73.875000;28.469999;72.000000;-100
1/9/2021;17:25:25;73.875000;28.469999;72.000000;-100
1/9/2021;17:25:27;73.187500;28.530001;72.000000;-100
1/9/2021;17:25:29;73.187500;28.530001;72.000000;-100
1/9/2021;17:25:31;72.812500;28.559999;72.000000;-100
1/9/2021;17:25:33;72.812500;28.559999;72.000000;-100
1/9/2021;17:25:35;72.000000;28.559999;72.000000;-100
1/9/2021;17:25:37;72.000000;28.559999;72.000000;-100
1/9/2021;17:25:39;71.125000;28.570000;72.000000;-100
1/9/2021;17:25:41;71.125000;28.570000;72.000000;-100
1/9/2021;17:25:43;71.125000;28.580000;72.000000;-100
1/9/2021;17:25:45;70.750000;28.580000;72.000000;100
1/9/2021;17:25:47;70.750000;28.590000;72.000000;100
1/9/2021;17:25:49;69.812500;28.590000;72.000000;100
1/9/2021;17:25:51;69.812500;28.570000;72.000000;100
1/9/2021;17:25:53;69.750000;28.570000;72.000000;100
1/9/2021;17:25:55;69.750000;28.520000;72.000000;100
1/9/2021;17:25:57;69.937500;28.520000;72.000000;100
1/9/2021;17:25:59;69.937500;28.490000;72.000000;100
1/9/2021;17:26:1;70.562500;28.490000;72.000000;100
1/9/2021;17:26:3;70.562500;28.459999;72.000000;100
1/9/2021;17:26:5;71.437500;28.459999;72.000000;100
1/9/2021;17:26:7;71.437500;28.459999;72.000000;100
1/9/2021;17:26:9;71.937500;28.440001;72.000000;100
1/9/2021;17:26:11;71.937500;28.440001;72.000000;100
1/9/2021;17:26:13;73.000000;28.410000;72.000000;100
1/9/2021;17:26:15;73.000000;28.410000;72.000000;-100
1/9/2021;17:26:17;73.562500;28.400000;72.000000;-100
1/9/2021;17:26:19;73.562500;28.400000;72.000000;-100
1/9/2021;17:26:21;74.187500;28.420000;72.000000;-100
1/9/2021;17:26:23;74.187500;28.420000;72.000000;-100
1/9/2021;17:26:25;73.937500;28.490000;72.000000;-100
1/9/2021;17:26:27;73.937500;28.490000;72.000000;-100
1/9/2021;17:26:29;73.750000;28.549999;72.000000;-100
1/9/2021;17:26:31;73.750000;28.549999;72.000000;-100
1/9/2021;17:26:33;73.750000;28.590000;72.000000;-100
1/9/2021;17:26:35;73.125000;28.590000;72.000000;-100
1/9/2021;17:26:37;73.125000;28.610001;72.000000;-100
1/9/2021;17:26:39;72.437500;28.610001;72.000000;-100
1/9/2021;17:26:41;72.437500;28.650000;72.000000;-100
1/9/2021;17:26:43;72.000000;28.650000;72.000000;-100
1/9/2021;17:26:45;72.000000;28.660000;72.000000;-100
1/9/2021;17:26:47;71.250000;28.660000;72.000000;-100
1/9/2021;17:26:49;71.250000;28.680000;72.000000;-100
1/9/2021;17:26:51;70.812500;28.680000;72.000000;-100
1/9/2021;17:26:53;70.812500;28.680000;72.000000;100
1/9/2021;17:26:55;70.000000;28.670000;72.000000;100
1/9/2021;17:26:57;70.000000;28.670000;72.000000;100
1/9/2021;17:26:59;69.875000;28.650000;72.000000;100
1/9/2021;17:27:1;69.875000;28.650000;72.000000;100
1/9/2021;17:27:3;70.062500;28.610001;72.000000;100
1/9/2021;17:27:5;70.062500;28.610001;72.000000;100
1/9/2021;17:27:7;70.687500;28.570000;72.000000;100
1/9/2021;17:27:9;70.687500;28.570000;72.000000;100
1/9/2021;17:27:11;71.562500;28.549999;72.000000;100
1/9/2021;17:27:13;71.562500;28.549999;72.000000;100
1/9/2021;17:27:15;72.062500;28.520000;72.000000;100
1/9/2021;17:27:17;72.062500;28.520000;72.000000;100
1/9/2021;17:27:19;72.062500;28.480000;72.000000;100
1/9/2021;17:27:21;73.125000;28.480000;72.000000;-100
1/9/2021;17:27:23;73.125000;28.459999;72.000000;-100
1/9/2021;17:27:25;73.750000;28.459999;72.000000;-100
1/9/2021;17:27:27;73.750000;28.510000;72.000000;-100
1/9/2021;17:27:29;74.375000;28.510000;72.000000;-100
1/9/2021;17:27:31;74.375000;28.570000;72.000000;-100
1/9/2021;17:27:33;74.187500;28.570000;72.000000;-100
1/9/2021;17:27:35;74.187500;28.620001;72.000000;-100
1/9/2021;17:27:37;73.937500;28.620001;72.000000;-100
1/9/2021;17:27:39;73.937500;28.650000;72.000000;-100
1/9/2021;17:27:41;73.312500;28.650000;72.000000;-100
1/9/2021;17:27:43;73.312500;28.650000;72.000000;-100
1/9/2021;17:27:45;72.687500;28.670000;72.000000;-100
